"circo","uid","nom","sexe","naissance","bloc","liste","parti","bureau","comm","votes","pic","bio","lon","lat","geo"
"Mahdia","4f4fbcf3bd8cb56157000072","Abdelaziz Chaabane","H",1974,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des instances constitutionnelles;Commission de la réforme administrative et de la lutte contre la corruption",84.02,"http://www.marsad.tn/uploads/images/Abdelaziz_Chaabane.jpg","Abdelaziz Chaabane est né le 05 Juillet 1974 à Souassi, Mahdia. Il a effectué ses études primaires ainsi que secondaires dans cette région où il a obtenu en 1996 son baccalauréat - section Lettres. Il a intégré la Faculté de Droit où il a obtenu sa maitrise en Droit qui lui a permis de devenir avocat.",11.045721,35.5024461,"Tunisie"
"Mahdia","4f4fbcf3bd8cb56157000081","Fadhel Elouej","H",1960,"Aucun bloc","L'Initiative","Parti l'initiative",NA,"Commission des secteurs des services",43.05,"http://www.marsad.tn/uploads/images/Moubedra_Fadhel_Ouj.jpg","Né le 10/01/1960 à Mahdia, il a effectué ses études primaires à l’école primaire Ghdhab à Mahdia et ses études secondaires au lycée Ksour Essef. Il a poursuivi son enseignement supérieur à Pierre et Marie Curie en 1983 où il a obtenu son diplôme d’études approfondies après 3 ans d’enseignement. C’est un homme d’affaires, marié et a 3 enfants. Il s’est présenté aux élections de l’Assemblée Nationale Constituante avec le parti de l’Initiative.",11.045721,35.5024461,"Tunisie"
"Mahdia","4f4fbcf3bd8cb56157000049","Rim Mahjoub","F",1966,"Bloc Démocrates","Afek Tounes","Afek Tounes",NA,"Commission des consensus;Commission spécialisée du réglement intérieur et de l'immunité;Commission des affaires sociales;Commission des pouvoirs législatif, exécutif et des relations entre eux",71.78,"http://www.marsad.tn/uploads/images/Rim_Mahjoub.jpg","Née le 16 Mars 1966 à Tunis, elle fait ses études primaires à Sfax et secondaires à Metlaoui pour ensuite obtenir son baccalauréat en 1984 à Sfax. Elle intègre la faculté de médecine de 1984 jusqu’à 1996. Elle devient Médecin de profession jusqu’aux élections de l’Assemblée Nationale Constituante. Mariée et mère de 2 enfants.",11.045721,35.5024461,"Tunisie"
"Mahdia","4f4fbcf3bd8cb5615700002f","Jalel Farhat","H",1957,"Transition Démocratique","Pétition populaire pour la liberté, la justice et le développement","35.68%",NA,"Commission des droits et libertés;Commission des affaires éducatives",NA,"http://www.marsad.tn/uploads/images/Jalel_Farhat.jpg","Jalel Farhat est né le 20 Novembre 1957 à Mahdia. Il a effectué ses études primaires à l’école Ibn Rochd à Mahdia et ensuite ses études secondaires au lycée Taher Sfar de la même ville où il a obtenu son baccalauréat en Lettres en 1973. Il a fait un an d’études supérieures en Droit mais a arrêté ses études pour passer le concours des maitres d’écoles en 1979 pour travailler dans ce secteur jusqu’à 2010 et il est encore directeur d’une école primaire. Il n’avait aucune activité politique avant la révolution.",11.045721,35.5024461,"Tunisie"
"Mahdia","4f4fbcf3bd8cb561570000b5","Mohamed Lotfi Ben Mesbah","H",1948,"Bloc Démocrates","Parti de la justice et l'égalité","Indépendant",NA,"Commission des martyrs et blessés de la révolution et de l'amnistie générale;Commission des affaires sociales",5.83,"http://www.marsad.tn/uploads/images/Mohamed_Lotfi_Ben_Mesbah.jpg","Né le 21 Octobre 1948 à Tunis, il a fait ses études à l’école française de Radès (1959 – 1960) pour ensuite intégrer Al Alawiya de 1960 jusqu’à 1966. Il se retrouve après au lycée de garçons de Sousse où il a obtenu son baccalauréat en 1968. Il poursuit des études supérieures en médecine à Toulouse de 1969 jusqu’à 1976. Il effectue son stage à l’hôpital d’El Oueslateya de 1978 jusqu’à 1981 et a travaillé à Essouassi de 1981 jusqu’à 1985, pour finalement ouvrir sa propre clinique de dialyse en 1985. Marié et père de 4 enfants, il maitrise la langue arabe, française et anglaise.",11.045721,35.5024461,"Tunisie"
"Mahdia","4f4fbcf3bd8cb56157000020","Hedi Ben Braham","H",1951,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission de la réforme administrative et de la lutte contre la corruption;Commission des finances, de la planification et du développement;Commission des pouvoirs législatif, exécutif et des relations entre eux",94.42,"http://www.marsad.tn/uploads/images/Hedi_Ben_Braham.jpg","Hedi Ben Braham est né le 13 Avril 1951 dans le gouvernorat de Mahdia. Il a étudié à l'école Ezzahra à Mahdia, le collège de la même région et ensuite au lycée de garçons de Sousse où il a obtenu son baccalauréat en 1969. Il a intégré par la suite la Faculté de Droit et des Sciences Economiques de Tunis où il obtenu, en premier lieu, une licence en 1974, et ensuite, un diplôme d'études supérieures en 1976, et finalement, un diplôme d'études approfondies en 1981. Suite à cela, il a rejoint l'enseignement. En effet, il a enseigné entre 1984 et 1994. Concernant ses activités politiques, Hedi Ben Braham est considéré comme l'un des fondateurs du mouvement islamique et était le premier prisonnier politique de ce mouvement. Il a été emprisonné pendant un mois en 1980 et 7 mois en 1983 et a été poursuivi depuis 1994. Hedi Ben Braham a participé dans l'élaboration du programme économique du mouvement Ennahdha.",11.045721,35.5024461,"Tunisie"
"Mahdia","4f4fbcf3bd8cb561570000cc","Nejiba Beryoul","F",1966,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des affaires sociales;Commission des collectivités publiques, régionales et locales",92.83,"http://www.marsad.tn/uploads/images/Najiba_Berioul.jpg","Née le 3 février 1966 à Chebba (Mahdia), elle a fait ses études primaires et secondaires à Chebba où elle a obtenu en 1986 le baccalauréat littéraire. Elle a rejoint ensuite la faculté de la Chariaa et a étudié les sciences islamiques. Elle a rejoint le mouvement de la tendance islamique depuis son jeune âge et a poursuivi son parcours politique avec le mouvement Ennahdha.",11.045721,35.5024461,"Tunisie"
"Mahdia","4f4fbcf3bd8cb56157000046","Rafik Tlili","H",1961,"Fidélité à La Révolution","Congrès pour la république","Mouvement Wafa",NA,"Commission de la réforme administrative et de la lutte contre la corruption;Commission des droits, des libertés et des relations étrangères;Commission du préambule, des principes fondamentaux et de révision de la Constitution",63.97,"http://www.marsad.tn/uploads/images/Rafik_Tlili.jpg","Né le 14 Novembre 1961 dans la ville d'El Chebba à Mahdia, il a effectué ses études primaires à l'école intermédiaire d'El Chebba et ses études secondaires au lycée Abou Kacem Chebbi. Il a ensuité intégré la Faculté de Chariaa et Théologie à la Zitouna où il a obtenu sa maitrise en Sciences Islamiques, spécialité Coran. Avant la révolution du 14 Janvier, Rafik Tlili a été très actif politiquement. Il avait fondé le courant nationaliste progressiste à Chebba en 1984. Il a été emprisonné en 1986 à cause de ses activités syndicales suite à l'attaque de Bourguiba contre l'UGET et il a été connu pour son militantisme syndical au sein des syndicats de base régionaux. Rafik Tlili a participé à la création du Congrès Pour la République en 2001, mais après les élections durant lesquelles il a gagné un siège au sein de l'Assemblée Nationale Constituante, il a fait défection au parti et a participé à la création du mouvement Wafa dont il est actuellement membre.",11.045721,35.5024461,"Tunisie"
"Médenine","4f4fbcf3bd8cb56157000050","Said Kharchoufi","H",1977,"Aucun bloc","Pétition populaire pour la liberté, la justice et le développement","Courant de l'amour",NA,"Commission de l'énergie et des secteurs de production",53.43,"http://www.marsad.tn/uploads/images/Said_Kharchoufi.jpg","Né le 26 Avril 1977 à Beni Khadech dans le gouvernorat de Médenine, il a effectué ses études primaires à l'école primaire de Wed-Hil et ses études secondaires au lycée de Beni Khadech. En obtenant son diplôme de baccalauréat, il se dirige vers Tunis pour poursuivre ses études supérieures à la Faculté des Lettres de la Manouba où il a obtenu sa maitrise en langue arabe. Sa participation aux élections de l'Assemblée Nationale Constituante en tant que candidat de la liste de la pétition populaire sur la circonscription de Médenine qui lui a valu un siège à l'Assemblée est sa première expérience dans la vie politique.",10.505278,33.354722,"Tunisie"
"Médenine","4f4fbcf3bd8cb56157000054","Slim Ben Hmidane","H",1969,"Congrès Pour La République","Congrès pour la république","Congrès pour la république",NA,"",43.41,"http://www.marsad.tn/uploads/images/Slim_Ben_Hmidane.jpg","Salim Ben Hamidane, né le 12 mai 1969 à El Mey (Djerba), est un avocat et homme politique tunisien. Il est ministre des Domaines de l'État et des Affaires foncières depuis le 24 décembre 2011 au sein du gouvernement Hamadi Jebali. Issu d'une famille yousséfiste qui a souffert de brimades sous le régime du président Habib Bourguiba, il se lance dans le militantisme syndical et politique dès qu'il rejoint l'université en 1987 et assume des responsabilités au sein de l'Union générale des étudiants de Tunisie (UGET) à la faculté de droit et des sciences économiques et politiques de l'Université de Sousse. Suite à la dissolution de l'UGET, Salim Ben Hamidane est pourchassé par le régime policier de Zine el-Abidine Ben Ali et quitte clandestinement le pays en septembre 1991 pour le Soudan, en passant par la Libye. Il reste six mois au Soudan avant de se rendre au Liban, où il poursuit des études universitaires à la faculté de droit de Beyrouth. En 1993, suite à de fausses accusations, un tribunal lui inflige par contumace une peine de quinze ans de prison. Il est pourchassé par les services de renseignement syriens. Dénoncé, arrêté, torturé par la police libanaise qui peut le livrer aux autorités tunisiennes, il quitte le Liban à l'été 1994 pour obtenir l'asile politique en Europe1. Après avoir réussi à éviter l'extradition, suite à des interrogatoires aux aéroports d'Istanbul et Vienne, il entre en Suisse et y dépose une demande d'asile politique. La Confédération suisse ne répond pas à sa requête et n'accepte que sa mise sous résidence surveillée, ce qui l'empêche de poursuivre ses études universitaires. En 1995, il passe en France, où l'on ne reconnaît son droit à l'asile politique qu'après trois ans de résidence, en 19981. Il poursuit ses études à l'Université René Descartes (Paris V), où il obtient un DEA en droit international du développement ; il obtient également un doctorat en droit public de la même université avec une thèse intitulée L'Islam et l'état de droit. En 2001, il participe à la fondation du Congrès pour la République. À l'occasion de la révolution qui chasse Ben Ali du pouvoir, il rentre en Tunisie le 23 janvier 2011 après vingt ans d'exil et est nommé ministre des Domaines de l'État et des Affaires foncières le 24 décembre 2011 au sein du gouvernement Hamadi Jebali. La cour d'appel de Tunis lui refuse sa demande d'inscription au barreau en janvier 2013, confirmant ainsi la décision du conseil de l'Ordre des avocats, car son diplôme étranger ne lui permet pas l'exercice de la profession.",10.505278,33.354722,"Tunisie"
"Médenine","4f4fbcf3bd8cb5615700002c","Basma Jebali","F",1975,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des affaires sociales;Commission des collectivités publiques, régionales et locales",86.8,"http://www.marsad.tn/uploads/images/Basma_Jebali.jpg","Basma Jebali est née le 25 Décembre 1975 à Houmet Essouk (Djerba) où elle a effecuté ses études primaires. Elle a obtenu son baccalauréat - section Lettres - en 1995 au lycée technique de Houmet Essouk et a intégré ensuite l'Institut National du Travail et des études sociales de Tunis où elle a obtenu sa maitrise en études sociales. Elle a été interdite de la fonction publique. Elle militait au sein du mouvement Ennahdha depuis qu'elle était élève.",10.505278,33.354722,"Tunisie"
"Médenine","4f4fbcf3bd8cb56157000064","Slaheddine Elhiba","F",1955,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des affaires éducatives;Commission des collectivités publiques, régionales et locales",96.53,"http://www.marsad.tn/uploads/images/Slaheddine_Lhiba.jpg","Slaheddine Elhiba est née le 06 Janvier 1955 à Zarzis. Il a effectué ses études primaires à l'école Hamadi Kebli à Zarzis et ensuite ses études secondaires au lycée du korniche. Il a, par la suite, intégré l'institut de formation des maitres d'école et a commencé à enseigner depuis 1974 jusqu'à 1987 lorsqu'il a été arrêté à cause de son affiliation au mouvement de la tendance islamique de Mars 1987 jusqu'à Décembre 1987. Il est retourné à l'enseignement après sa libération jusqu'à ce qu'il soit arrêté de nouveau en 1991. Il a été emprisonné pendant 4 ans jusqu'à Octobre 1995. Il a travaillé suite à cela comme marin et agent commercial jusqu'à Avril 2011, date à laquelle il est retourné à l'enseignement.",10.505278,33.354722,"Tunisie"
"Médenine","4f4fbcf3bd8cb561570000d2","Hajer Mnifi","F",1986,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des secteurs des services;Commission des juridictions judiciaires, administratives, financières et constitutionnelles",54.33,"http://www.marsad.tn/uploads/images/Hajer_Mnifi.jpg","Née le 02 septembre 1986 à Médenine, elle a effectué ses études primaires et secondaires à Médenine. Ayant obtenu son baccalauréat en 2006 et licenciée de droit privé, elle poursuit un master actuellement et passe le concours de magistrature. Elle n’avait pas d’activité politique avant la révolution.",10.505278,33.354722,"Tunisie"
"Médenine","4f4fbcf3bd8cb561570000a9","Mohamed Ben Mabrouk Hamdi","H",1971,"Alliance Démocratique","Parti démocratique progressiste","Alliance Démocratique",NA,"Commission des affaires sociales;Commission du préambule, des principes fondamentaux et de révision de la Constitution",50.69,"http://www.marsad.tn/uploads/images/mohamed_hamdi.jpg","Né le 26 janvier 1971 à Hassi Amor, dans le rif de Médenine, il entame sa scolarité à l’école du village et poursuit ses études au lycée 2-May 1966 de Médenine, où il obtient son baccalauréat section Lettres en 1989. Il intègre par la suite la Faculté des Sciences Humaines et Sociales de Tunis pour poursuivre ses études de philosophie. Muni d’une maîtrise (1993), il retourne à son lycée du 2-May, cette fois-ci en tant que professeur de philosophie (1998). Il commence son parcours militant au lycée et à l’université, où il découvre déjà l’action, à coups de grèves et de manifestations. Mais c’est au sein du mouvement syndical qu’il s’investit amplement. Il commence au syndicat de base du lycée et des autres établissements avoisinants où il sera affecté, puis celui de l’enseignement secondaire de la région de Médenine avant que ses collègues le portent au syndicat national. El Hamdi s’engage en politique en ralliant avec le Parti Démocrate Progressiste (PDP) et contribue à son implantation au Sud. Dés 2006, il est hissé au bureau politique et accède, au lendemain de la révolution, en 2011, au bureau exécutif du PDP. Désigné et élu tête de liste dans sa circonscription de Médenine, il obtient un siège à l’Assemblée Nationale Constituante et devient président du bloc démocratique. Le 8 novembre 2012, il forme avec les dissidents du PDP et un front de personnalités et de partis l’Alliance Démocratique. Au sein de l’Alliance, Mohamed El Hamdi est coordinateur général.",10.505278,33.354722,"Tunisie"
"Médenine","4f4fbcf3bd8cb5615700005a","Samira Merai","F",1963,"Bloc Démocrates","Afek Tounes","Afek Tounes","Assesseur chargée des affaires législatives, des relations avec le gouvernement et des relations avec la présidence de la république","",NA,"http://www.marsad.tn/uploads/images/Afek_Samira_Marii.jpg","Samira Merai ou Samira Merai Friaa, née le 10 janvier 1963 à Zarzis, est une femme politique, membre de l'assemblée constituante, et médecin tunisienne. Elle étudie à l'école primaire de la route de Gabès, à Médenine, puis au lycée technique de Médenine. Elle obtient un baccalauréat en mathématiques et sciences en 1981 puis étudie à la faculté de médecine de Tunis entre 1982 et 1986. Elle devient ensuite docteur en médecine en 1992 et se spécialise en pneumologie. En 2008, elle obtient un diplôme inter-universitaire de physiologie et de pathologie du sommeil à la faculté de médecine et de pharmacie de Lyon. Professeur agrégée en pneumologie à la faculté de médecine de Tunis en 2003, elle travaille à l'hôpital Abderrahmen-Mami de l'Ariana depuis 1993. Elle fait partie de différentes sociétés savantes, telles que la Société tunisienne des maladies respiratoires, la European Respiratory Society (en), l'American Thoracic Society (en) et la Société de pneumologie de langue française. Merai est aussi une membre active du conseil scientifique de l'Association des myopathes de Tunisie depuis 2005 et la deuxième vice-présidente de l'Association Amena de développement depuis mars 2011. Elle devient un membre actif du parti Afek Tounes et accède à son comité central en mai 2011. Elle se présente comme tête de liste dans la circonscription de Médenine, à l'occasion de l'élection de l'assemblée constituante tenue le 23 octobre 2011. À la suite de son élection, elle est élue, le 1er février 2012, en tant que vice-présidente de l'assemblée chargée de la législation, des relations avec le gouvernement et la présidence de la République. Elle est mariée et mère de trois enfants.",10.505278,33.354722,"Tunisie"
"Médenine","4f4fbcf3bd8cb56157000078","Abdelmajid Najar","H",1945,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission du préambule, des principes fondamentaux et de révision de la Constitution;Comité mixte de coordination et de rédaction;Commission des finances, de la planification et du développement",68.1,"http://www.marsad.tn/uploads/images/Abdelmajid_Najar.jpg","Né le 28 mai 1945 à Beni Khedach (Mednine), il a rejoint l’université religieuse de Zaitouna ou il a obtenu une licence en Usul Al Din (Théologie) en 1972, puis il a quitté le pays pour rejoindre l’université d’Al Azhar en Egypte ou il a décroché un mastère dans la même spécialité en 1974. En 1981, Abdelmajid Najjar a eu son doctorat en « Akida » et « tachrii » (croyance et législation). Il a rejoint le secteur de l’enseignement primaire et secondaire. Ensuite, il est devenu enseignant à l’université Al Zeitouna de 1974 jusqu’en 1985. Il a aussi enseigné dans d’autres universités du monde arabe : au Qatar, Maroc, Emirats et en Algérie. Concernant sa vie politique, Najjar a été l’un des membres fondateurs du mouvement religieux Ennahdha. Il a été exilé en 1989. Najjar a exercé la fonction de membre du bureau exécutif de l’union internationale des savants musulmans,il a dirigé le bureau de cette union à Tunis. Il a aussi été membre du conseil Européen de la Fatwa et des recherches.",10.505278,33.354722,"Tunisie"
"Médenine","4f4fbcf3bd8cb5615700001f","Nafti Mahdhi","H",1980,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission de l'énergie et des secteurs de production",90.28,"http://www.marsad.tn/uploads/images/Ennahdha_Nafti_Mahdha.jpg","Né le 04 Juin 1980 à Ben Guerdane, Mednine, il a fait ses études primaires à l’école Tariq Al Marsa à Ben Guerdane et ses études secondaires au lycée mixte de Ben Guerdane pour y obtenir son baccalauréat en 1999. Il a ensuite intégré la Faculté des Sciences de Sfax où il a décroché une maitrise en Sciences en 2005 et un master en Géologie en 2008. Il était le fondateur des étudiants indépendants de l’université en 2002 et membre de l’association liberté et équité en 2006. Il a rejoint le mouvement Ennahdha en 2002 et a été arrêté 4 à 5 fois en 2010 à Ben Guerdane. Jeune marié, il maitrise la langue arabe, française et anglaise.",10.505278,33.354722,"Tunisie"
"Monastir","4f4fbcf3bd8cb56157000001","Ibrahim Hamdi","H",1975,"Fidélité à La Révolution","Parti de la nation culturel et unioniste","Indépendant",NA,"Commission de tri des candidatures pour l'Instance de la vérité et de la dignité relative à la justice transitionnelle;Commission des droits et libertés",47.73,"http://www.marsad.tn/uploads/images/Omma_Brahim_Hamdi.jpg","Né le 02 Novembre 1975, à Sidi Khlif dans le gouvernorat de Sidi Bouzid, c’est là qu’il entame sa scolarité avant de se rendre il y a 25 ans dans le Sahel. Il s’inscrit par la suite à la faculté des lettres et sciences humaines de Kairouan pour étudier la littérature arabe et est actuellement salarié d’une entreprise italienne. Membre du syndicat dans le cadre de ses activités professionnelles, et membre d’une association d’apprentissage du Coran, il n’a pas eu de parcours politique. Pour la future constitution, il s’attachera à défendre l’égalité sociale, en droits, libertés et devoirs entre tous les tunisiens, comme il défendra le droit au travail, à la dignité et à la santé. Marié et père de deux enfants, il maîtrise la langue arabe et française.",10.833333,35.783333,"Tunisie"
"Monastir","4f4fbcf3bd8cb561570000b2","Mohamed Abdelmonem Krir","H",1964,"Aucun bloc","Pétition populaire pour la liberté, la justice et le développement","Nidaa Tounes",NA,"Commission des affaires sociales;Commission des instances constitutionnelles",66.36,"http://www.marsad.tn/uploads/images/Abdelmonem_Krir.jpg","Cet élu refuse de nous donner sa biographie. Vous pouvez consulter la demande déposée pour obtenir la biographie.",10.833333,35.783333,"Tunisie"
"Monastir","4f4fbcf3bd8cb5615700000d","Lazhar Chamli","F",1951,"Congrès Pour La République","Congrès pour la république","Indépendant",NA,"Commission d'enquête sur les incidents du 9 Avril;Commission des affaires sociales",77.19,"http://www.marsad.tn/uploads/images/Lazhar_Chamli.jpg","Lazhar Chamli est né le 1/02/1951 à Ksar Hellal où il a effectué son enseignement primaire, et obtient son baccalauréat (section Maths-Technique) en juin 1971 du lycée technique de Sousse. Il obtient son doctorat en médecine en Avril 1981 de la faculté de médecine de Tunis, puis son diplôme de chirurgien ORL de la faculté Claude Bernard de Lyon en 1987. Il a travaillé à l’hôpital régional de Ksar Hellal entre 1981 et 1985 et à l’hôpital universitaire Fattouma Bourguiba à Monastir entre 1988 et 1992. Il est, depuis 1992, dans la fonction privée. Dans les années soixante, ses orientations politiques étaient nationalistes arabes, mais il a milité au sein du mouvement de la tendance islamique puis Ennahdha depuis 1972. Il a d’ailleurs été privé de voyager pendant plusieurs années et a été arrêté en 1981 alors qu’il revenait de France. Lazhar Chamli a participé aux élections législatives de 1989 dans une liste indépendante après sa démission du mouvement Ennahdha sur fond de désaccords idéologiques et politiques. Il a par ailleurs rejoint le Congrès Pour la République au mois d’Août 2011. Il était trésorier du bureau régional du syndicat des médecins du secteur privé en 1994 et il est membre du bureau exécutif national de l’UMSL.",10.833333,35.783333,"Tunisie"
"Monastir","4f4fbcf3bd8cb561570000c2","Mounir Ben Hnia","H",1968,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des instances constitutionnelles;Commission spécialisée du réglement intérieur et de l'immunité;Commission des finances, de la planification et du développement",98.79,"http://www.marsad.tn/uploads/images/Mounir_Ben_Hnia.jpg","Né le 07 février 1968 à Moknine, Mounir Ben Hnia est marié et père de 5 enfants. Titulaire d’un diplôme de technicien supérieur en informatique de gestion à l’institut supérieur de gestion en 1989, et de la maîtrise en informatique de gestion du même institut en 1992, il travaille depuis 1993 comme représentant d’une société. Il était membre de la jeune chambre économique, et de l’association des anciens de la maison de jeunes de Moknine, il était par ailleurs président de la section d’escrime à la jeunesse sportive de Moknine. Il est membre du conseil de direction du centre de formation professionnelle de Moknine, et membre de l’union tunisienne d’industrie, de commerce et d’artisanat.",10.833333,35.783333,"Tunisie"
"Monastir","4f4fbcf3bd8cb561570000cb","Nejib Mrad","H",1958,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission de la réforme administrative et de la lutte contre la corruption;Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Commission des droits et libertés",86.14,"http://www.marsad.tn/uploads/images/Nejib_Mrad.jpg","Né le 31 Janvier 1958 à Monastir, il a effectué ses études primaires à l'école de la rue d'Algérie à Monastir et ses études secondaires au lycée technique de Monastir. Il est parti ensuite à Tunis pour intégrer la Faculté des Sciences où il a obtenu sa maitrise en sciences appliquées. Nejib Mrad est considéré parmi les premiers adhérents du mouvement Ennahdha ou ce qu'on appelait avant le mouvement de la tendance islamiste. En effet, il était un membre actif depuis 1979. Il a été emprisonné plusieurs fois. En 1983, il a été condamné à 6 mois de prison pour appartenance à un groupe non autorisé. En 1987, il a été condamné à 10 ans de prison avec travaux forcés et 10 ans de surveillance administrative pour le même motif. En 1991, un jugement a été prononcé pour emprisonnement de 4 ans et 3 mois, toujours pour le même motif. Il a, par ailleurs, passé 10 ans à partir de 1997 à se rendre fréquemment devant les tribunaux pour des affaires où le jugement était des non-lieu. Il a travaillé en tant que journaliste depuis 1989. En effet, il était rédacteur au sein du département international du journal Al-Fajr.",10.833333,35.783333,"Tunisie"
"Monastir","4f4fbcf3bd8cb56157000026","Amira Marzouk","F",1981,"Aucun bloc","L'Initiative","Parti l'initiative",NA,"Commission du préambule, des principes fondamentaux et de révision de la Constitution",67.02,"http://www.marsad.tn/uploads/images/Amira_Marzouk.jpg","Amira Marzouk, née le 27 février 1981 au gouvernorat de Siliana, a fait ses études primaires à Gafsa et Korba, puis ses études secondaires à Monastir ou elle a obtenu son baccalauréat en 2000. Elle a par la suite rejoint la faculté de droit de Sousse, ou elle a obtenu une maitrise en droit, spécialité droit privé, elle a par la suite obtenu un master en droit des affaires à Sfax. Elle a travaillé comme directrice administrative d’une société privée avant de se présenter aux élections de l’assemblée nationale constituante. Elle est aussi membre du parlement africain depuis mai 2012 et rapporteur de la commission de la justice et des droits de l’Homme de ce parlement, elle a participé à des missions conjointes avec ce parlement : - La commission d’investigation relative au litige entre le nord et le sud Soudan, en tant que représentante de la région nord Afrique, en septembre 2012. - La mission spéciale d’observation des élections au Burkina Faso en décembre 2012 et le Kenya en février 2013.",10.833333,35.783333,"Tunisie"
"Monastir","4f4fbcf3bd8cb56157000032","Jamel Touir","H",1959,"Ettakatol","Forum démocratique pour le travail et les libertés","Forum démocratique pour le travail et les libertés",NA,"Commission des instances constitutionnelles;Comité mixte de coordination et de rédaction;Commission des affaires éducatives",52.07,"http://www.marsad.tn/uploads/images/FDTL_Jamel_Touir.jpg","Né le 03 Février 1959 à Monastir, Jamel Touir affectué ses études primaires et secondaires à Monastir jusqu'à y obtenir son baccalauréat des Sciences et Mathématiques. Il a ensuite poursuivi ses études supérieures à l'Ecole Normale Supérieure de Bizerte où il a obtenu sa maitrise, son DEA et son doctorat en Géologie. En terminant ses études, Jamel Touir a obtenu une habilitation universitaire pour diriger des recherches et devenir maitre de conférences en Géologie Pétrolière. Il est à noter que Jamel Touir n'avait aucune activité politique avant la révolution et il n'a rejoint le parti d'Ettakatol qu'après la révolution pour se présenter aux élections de l'Assemblée Nationale Constituante. Il occupe actuellement la position de président de la commission constituante des instances constitutionnelles à l'ANC.",10.833333,35.783333,"Tunisie"
"Monastir","4f4fbcf3bd8cb5615700005d","Sonia Toumia","F",1976,"Mouvement Nahdha","Mouvement Nahdha","Mouvement Nahdha",NA,"Commission des martyrs et blessés de la révolution et de l'amnistie générale;Commission des droits, des libertés et des relations étrangères",96.38,"http://www.marsad.tn/uploads/images/Sonia_Toumiya.jpg","Née le 02 Juin 1976, ayant obtenu un baccalauréat littéraire et diplomée de l'Institut de Presse et des Sciences de l'Information, Sonia Toumia détient un diplôme d'études supérieures spécialisée dans les nouvelles technologies de l'information et de la communication et un master des Sciences de la Chariaa de l'Institut Supérieur de Théologie. Elle est membre fondateur de l'association de la femme moderne ainsi que l'association Awlayaa wa Morabbin. Elle est issue d'une famille militante nahdhaouie et membre de l'Assemblée Nationale Constituante. Elle fait partie de la commission législative des droits et libertés et des relations étrangères et de la commission spéciale des martyrs et blessés de la révolution et de l'amnistie générale.",10.833333,35.783333,"Tunisie"
"Monastir","4f4fbcf3bd8cb56157000021","Hedi Chaouech","H",1956,"Aucun bloc","L'Initiative","Parti l'initiative",NA,"Commission de tri des candidatures pour l'Instance Supérieure Indépendante pour les Élections;Commission des finances, de la planification et du développement;Commission des collectivités publiques, régionales et locales",84.56,"http://www.marsad.tn/uploads/images/Hedi_Chaouech.jpg","Né le 29 Août 1956 dans la ville de Moknine (Monastir), il a effectué ses études primaires à l'école Ben Salah de Moknine et ensuite ses études secondaires au lycée de Moknine. Il est ensuite parti à Tunis pour intégrer l'école nationale d'administration. Il a occupé la position de directeur générale au ministère des finances avant son élection à l'Assemblée Nationale Constituante.",10.833333,35.783333,"Tunisie"
"Nabeul 1","535fc27e12bdaa078ab824d7","Salma Nazih Znaidi","H",1974,"Ettakatol","Forum démocratique pour le travail et les libertés","Forum démocratique pour le travail et les libertés",NA,"",81.1,"http://www.marsad.tn/uploads/images/DSC_0002.jpg","Salma Zenaidi, femme tunisienne, originaire de la région de Kelibia assistante universitaire en informatique et traitement du signal et fille d'un universitaire. Suite à la révolution des libertés et de la dignité, à la fin février 2011, elle a adhéré au forum démocratique pour le travail et les libertés et elle a participé a l'initiation de la première section du parti a Kelibia où elle était secrétaire adjointe. Avril 2011, elle a intégré la commission centrale de déploiement et de recrutement du parti, c'est ce qui lui a permis d'être constamment au contact des citoyens et des militants de son parti. En octobre 2011, elle a été choisie comme deuxième membre sur la liste de la circonscription de Nabeul 1. Avril 2012, elle a été élue membres du conseil national transitoire du parti Ettakatol, pour travailler par la suite en tant que chargée de l'administration du parti sur la préparation du 2ème congrès qui a eu lieu le 5, 6, 7 juillet 2013 et suite auquel elle a été élue membre du bureau politique d'Ettakatol. Le 28 Avril 2014, elle rejoint l'assemblée nationale constituante suite à la démission de Abdellatif Abid qui a été récemment nommé pour le post de secrétaire général adjoint de la Ligue des Etats arabes.",10.734722,36.454167,"Tunisie"
